date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:59:15	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-8fe%22	https://technext.github.io/carserv/lib/easing/easing.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/easing/easing.min.js	(from https://technext.github.io/carserv/)
18:59:15	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-2344%22	https://technext.github.io/carserv/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/waypoints/waypoints.min.js	(from https://technext.github.io/carserv/)
18:59:16	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-966%22	https://technext.github.io/carserv/lib/counterup/counterup.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/counterup/counterup.min.js	(from https://technext.github.io/carserv/)
18:59:16	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-a70e%22	https://technext.github.io/carserv/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/owlcarousel/owl.carousel.min.js	(from https://technext.github.io/carserv/)
18:59:17	326657/326657	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-4fc01%22	https://technext.github.io/carserv/lib/tempusdominus/js/moment.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/tempusdominus/js/moment.min.js	(from https://technext.github.io/carserv/)
18:59:17	32832/32832	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-8040%22	https://technext.github.io/carserv/lib/tempusdominus/js/moment-timezone.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/tempusdominus/js/moment-timezone.min.js	(from https://technext.github.io/carserv/)
18:59:17	56879/56879	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-de2f%22	https://technext.github.io/carserv/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	(from https://technext.github.io/carserv/)
18:59:17	2634/2634	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620b3961-a4a%22	https://technext.github.io/carserv/js/main.js	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/js/main.js	(from https://technext.github.io/carserv/)
18:59:18	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/GCQG05112022/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:59:18	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/GCQG05112022/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
18:59:19	4976/4976	---M--	200	added ('OK')	image/png	etag:%22620b3961-1370%22	https://technext.github.io/carserv/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/carserv/lib/owlcarousel/assets/owl.video.play.png	(from https://technext.github.io/carserv/lib/owlcarousel/assets/owl.carousel.min.css)
18:59:19	41/41	---M--	200	added ('OK')	text/html	etag:%2254b4c962-29%22	https://technext.github.io/	C:/My%20Web%20Sites/GCQG05112022/technext.github.io/index.html	(from https://technext.github.io/carserv/css/bootstrap.min.css)
18:59:20	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
